id,dexNum,classification,findingIds,currentEvolutionFields,pokeApiRuleIds,bulbapedia,serebiiCachedSpeciesPages
skitty,300,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Skitty_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/300.shtml;https://www.serebii.net/pokedex-dp/300.shtml;https://www.serebii.net/pokedex-sm/300.shtml
skorupi,451,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Skorupi_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/451.shtml
skrelp,690,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Skrelp_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/690.shtml;https://www.serebii.net/pokedex-swsh/skrelp/
skuntank,435,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""stunky"",""evoFromLevel"":34}",219,https://bulbapedia.bulbagarden.net/wiki/Skuntank_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/435.shtml;https://www.serebii.net/pokedex-sm/435.shtml;https://www.serebii.net/pokedex-swsh/skuntank/
skwovet,819,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Skwovet_(Pok%C3%A9mon),
slaking,289,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""vigoroth"",""evoFromLevel"":36}",153,https://bulbapedia.bulbagarden.net/wiki/Slaking_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/289.shtml;https://www.serebii.net/pokedex-sm/289.shtml
slakoth,287,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Slakoth_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/287.shtml;https://www.serebii.net/pokedex-sm/287.shtml
sliggoo-hisui,705,has_findings,E18,"{""evolvesFrom"":""goomy"",""evoFromLevel"":40}",531,https://bulbapedia.bulbagarden.net/wiki/Sliggoo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/sliggoo/
sliggoo,705,has_findings,E18,"{""evolvesFrom"":""goomy"",""evoFromLevel"":40}",340,https://bulbapedia.bulbagarden.net/wiki/Sliggoo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/sliggoo/
slitherwing,988,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Slither_Wing_(Pok%C3%A9mon),
slowbro-galar,80,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""slowpoke-galar"",""evoFromItem"":""galaricacuff""}",452,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/080.shtml;https://www.serebii.net/pokedex-swsh/slowbro/;https://www.serebii.net/pokedex-xy/080.shtml
slowbro-mega,80,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/080.shtml;https://www.serebii.net/pokedex-swsh/slowbro/;https://www.serebii.net/pokedex-xy/080.shtml
slowbro,80,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""slowpoke"",""evoFromLevel"":37}",50,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/080.shtml;https://www.serebii.net/pokedex-swsh/slowbro/;https://www.serebii.net/pokedex-xy/080.shtml
slowking-galar,199,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""slowpoke-galar"",""evoFromItem"":""galaricawreath""}",453,https://bulbapedia.bulbagarden.net/wiki/Slowking_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/slowking/
slowking,199,has_findings,E01;E11,"{""evolvesFrom"":""slowpoke"",""evoFromItem"":""kingsrock""}",111,https://bulbapedia.bulbagarden.net/wiki/Slowking_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/slowking/
slowpoke-galar,79,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/slowpoke/
slowpoke,79,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/slowpoke/
slugma,218,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Slugma_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/218.shtml
slurpuff,685,has_findings,E01;E11,"{""evolvesFrom"":""swirlix"",""evoFromItem"":""whippeddream""}",350,https://bulbapedia.bulbagarden.net/wiki/Slurpuff_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/685.shtml;https://www.serebii.net/pokedex-swsh/slurpuff/
smeargle,235,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Smeargle_(Pok%C3%A9mon),https://www.serebii.net/pokedex-rs/235.shtml
smoliv,928,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Smoliv_(Pok%C3%A9mon),
smoochum,238,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/238.shtml;https://www.serebii.net/pokedex-sm/238.shtml
sneasel-f,215,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Sneasel_(Pok%C3%A9mon),https://www.serebii.net/pokedex-rs/215.shtml;https://www.serebii.net/pokedex-swsh/sneasel/;https://www.serebii.net/pokedex-xy/215.shtml
sneasel-hisui-f,215,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Sneasel_(Pok%C3%A9mon),https://www.serebii.net/pokedex-rs/215.shtml;https://www.serebii.net/pokedex-swsh/sneasel/;https://www.serebii.net/pokedex-xy/215.shtml
sneasel-hisui,215,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Sneasel_(Pok%C3%A9mon),https://www.serebii.net/pokedex-rs/215.shtml;https://www.serebii.net/pokedex-swsh/sneasel/;https://www.serebii.net/pokedex-xy/215.shtml
sneasel,215,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Sneasel_(Pok%C3%A9mon),https://www.serebii.net/pokedex-rs/215.shtml;https://www.serebii.net/pokedex-swsh/sneasel/;https://www.serebii.net/pokedex-xy/215.shtml
sneasler,903,has_findings,E11;E14;E27,"{""evolvesFrom"":""sneasel-hisui"",""evoFromItem"":""razorclaw"",""evoFromCondition"":""during the day""}",466,https://bulbapedia.bulbagarden.net/wiki/Sneasler_(Pok%C3%A9mon),
snivy,495,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Snivy_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/495.shtml
snom,872,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Snom_(Pok%C3%A9mon),
snorlax-gmax,143,transformation_not_species_evolution,,{},81,https://bulbapedia.bulbagarden.net/wiki/Snorlax_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/snorlax/;https://www.serebii.net/pokedex-swsh/snorlax/
snorlax,143,has_findings,E02,"{""evolvesFrom"":""munchlax""}",81,https://bulbapedia.bulbagarden.net/wiki/Snorlax_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/snorlax/;https://www.serebii.net/pokedex-swsh/snorlax/
snorunt,361,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Snorunt_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/361.shtml;https://www.serebii.net/pokedex-swsh/snorunt/
snover-f,459,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Snover_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/459.shtml;https://www.serebii.net/pokedex-sm/459.shtml
snover,459,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Snover_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/459.shtml;https://www.serebii.net/pokedex-sm/459.shtml
snubbull,209,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Snubbull_(Pok%C3%A9mon),
sobble,816,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Sobble_(Pok%C3%A9mon),
solgaleo,791,has_findings,E19,"{""evolvesFrom"":""cosmoem"",""evoFromLevel"":53}",403,https://bulbapedia.bulbagarden.net/wiki/Solgaleo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/791.shtml;https://www.serebii.net/pokedex-swsh/solgaleo/
solosis,577,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Solosis_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/577.shtml;https://www.serebii.net/pokedex-swsh/solosis/
solrock,338,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Solrock_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/338.shtml;https://www.serebii.net/pokedex-swsh/solrock/
spearow,21,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Spearow_(Pok%C3%A9mon),
spectrier,897,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Spectrier_(Pok%C3%A9mon),
spewpa,665,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""scatterbug"",""evoFromLevel"":9}",342,https://bulbapedia.bulbagarden.net/wiki/Spewpa_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/665.shtml
spheal,363,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Spheal_(Pok%C3%A9mon),
spidops,918,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""tarountula"",""evoFromLevel"":15}",475,https://bulbapedia.bulbagarden.net/wiki/Spidops_(Pok%C3%A9mon),
spinarak,167,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Spinarak_(Pok%C3%A9mon),
spinda,327,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Spinda_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/327.shtml
spiritomb,442,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Spiritomb_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/442.shtml;https://www.serebii.net/pokedex-dp/442.shtml;https://www.serebii.net/pokedex-sm/442.shtml
spoink,325,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Spoink_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/325.shtml
sprigatito,906,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Sprigatito_(Pok%C3%A9mon),
spritzee,682,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Spritzee_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/682.shtml;https://www.serebii.net/pokedex-swsh/spritzee/
squawkabilly-blue,931,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Squawkabilly_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/squawkabilly/
squawkabilly-white,931,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Squawkabilly_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/squawkabilly/
squawkabilly-yellow,931,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Squawkabilly_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/squawkabilly/
squawkabilly,931,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Squawkabilly_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/squawkabilly/
squirtle,7,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Squirtle_(Pok%C3%A9mon),
stakataka,805,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Stakataka_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/805.shtml
stantler,234,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Stantler_(Pok%C3%A9mon),https://www.serebii.net/pokedex-rs/234.shtml;https://www.serebii.net/pokedex-sm/234.shtml;https://www.serebii.net/pokedex-swsh/stantler/
staraptor-f,398,has_findings,E25,"{""evolvesFrom"":""staravia"",""evoFromLevel"":34}",199,https://bulbapedia.bulbagarden.net/wiki/Staraptor_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/398.shtml;https://www.serebii.net/pokedex-sm/398.shtml;https://www.serebii.net/pokedex-sv/staraptor/
staraptor-mega,398,transformation_not_species_evolution,,{},199,https://bulbapedia.bulbagarden.net/wiki/Staraptor_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/398.shtml;https://www.serebii.net/pokedex-sm/398.shtml;https://www.serebii.net/pokedex-sv/staraptor/
staraptor,398,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""staravia"",""evoFromLevel"":34}",199,https://bulbapedia.bulbagarden.net/wiki/Staraptor_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/398.shtml;https://www.serebii.net/pokedex-sm/398.shtml;https://www.serebii.net/pokedex-sv/staraptor/
staravia-f,397,has_findings,E25,"{""evolvesFrom"":""starly"",""evoFromLevel"":14}",198,https://bulbapedia.bulbagarden.net/wiki/Staravia_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/397.shtml;https://www.serebii.net/pokedex-sm/397.shtml
staravia,397,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""starly"",""evoFromLevel"":14}",198,https://bulbapedia.bulbagarden.net/wiki/Staravia_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/397.shtml;https://www.serebii.net/pokedex-sm/397.shtml
starly-f,396,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Starly_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/396.shtml;https://www.serebii.net/pokedex-sm/396.shtml
starly,396,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Starly_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/396.shtml;https://www.serebii.net/pokedex-sm/396.shtml
starmie-mega,121,transformation_not_species_evolution,,{},70,https://bulbapedia.bulbagarden.net/wiki/Starmie_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/starmie/
starmie,121,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""staryu"",""evoFromItem"":""waterstone""}",70,https://bulbapedia.bulbagarden.net/wiki/Starmie_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/starmie/
staryu,120,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Staryu_(Pok%C3%A9mon),
steelix-f,208,has_findings,E01;E11;E14,"{""evolvesFrom"":""onix"",""evoFromItem"":""metalcoat""}",114,https://bulbapedia.bulbagarden.net/wiki/Steelix_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/208.shtml;https://www.serebii.net/pokedex-swsh/steelix/;https://www.serebii.net/pokedex-xy/208.shtml
steelix-mega,208,transformation_not_species_evolution,,{},114,https://bulbapedia.bulbagarden.net/wiki/Steelix_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/208.shtml;https://www.serebii.net/pokedex-swsh/steelix/;https://www.serebii.net/pokedex-xy/208.shtml
steelix,208,has_findings,E01;E11;E14,"{""evolvesFrom"":""onix"",""evoFromItem"":""metalcoat""}",114,https://bulbapedia.bulbagarden.net/wiki/Steelix_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/208.shtml;https://www.serebii.net/pokedex-swsh/steelix/;https://www.serebii.net/pokedex-xy/208.shtml
steenee,762,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""bounsweet"",""evoFromLevel"":18}",395,https://bulbapedia.bulbagarden.net/wiki/Steenee_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/762.shtml
stonjourner,874,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Stonjourner_(Pok%C3%A9mon),
stoutland,508,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""herdier"",""evoFromLevel"":32}",255,https://bulbapedia.bulbagarden.net/wiki/Stoutland_(Pok%C3%A9mon),
stufful,759,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Stufful_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/stufful/
stunfisk-galar,618,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/618.shtml;https://www.serebii.net/pokedex-sv/stunfisk/;https://www.serebii.net/pokedex-swsh/stunfisk/
stunfisk,618,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/618.shtml;https://www.serebii.net/pokedex-sv/stunfisk/;https://www.serebii.net/pokedex-swsh/stunfisk/
stunky,434,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Stunky_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/434.shtml;https://www.serebii.net/pokedex-sm/434.shtml;https://www.serebii.net/pokedex-swsh/stunky/
sudowoodo-f,185,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""bonsly"",""evoFromMove"":""mimic""}",103,https://bulbapedia.bulbagarden.net/wiki/Sudowoodo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/sudowoodo/
sudowoodo,185,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""bonsly"",""evoFromMove"":""mimic""}",103,https://bulbapedia.bulbagarden.net/wiki/Sudowoodo_(Pok%C3%A9mon),https://www.serebii.net/pokedex-swsh/sudowoodo/
suicune,245,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/245.shtml;https://www.serebii.net/pokedex-swsh/suicune/
sunflora,192,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""sunkern"",""evoFromItem"":""sunstone""}",107,https://bulbapedia.bulbagarden.net/wiki/Sunflora_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/192.shtml
sunkern,191,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Sunkern_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/191.shtml
surskit,283,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Surskit_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/283.shtml
swablu,333,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Swablu_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/333.shtml
swadloon,541,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""sewaddle"",""evoFromLevel"":20}",272,https://bulbapedia.bulbagarden.net/wiki/Swadloon_(Pok%C3%A9mon),
swalot-f,317,has_findings,E25,"{""evolvesFrom"":""gulpin"",""evoFromLevel"":26}",165,https://bulbapedia.bulbagarden.net/wiki/Swalot_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/317.shtml
swalot,317,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""gulpin"",""evoFromLevel"":26}",165,https://bulbapedia.bulbagarden.net/wiki/Swalot_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/317.shtml
swampert-mega,260,transformation_not_species_evolution,,{},135,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/260.shtml;https://www.serebii.net/pokedex-swsh/swampert/;https://www.serebii.net/pokedex-xy/260.shtml
swampert,260,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""marshtomp"",""evoFromLevel"":36}",135,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/260.shtml;https://www.serebii.net/pokedex-swsh/swampert/;https://www.serebii.net/pokedex-xy/260.shtml
swanna,581,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""ducklett"",""evoFromLevel"":35}",293,https://bulbapedia.bulbagarden.net/wiki/Swanna_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/581.shtml
swellow,277,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""taillow"",""evoFromLevel"":22}",146,https://bulbapedia.bulbagarden.net/wiki/Swellow_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/277.shtml
swinub,220,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Swinub_(Pok%C3%A9mon),
swirlix,684,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Swirlix_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/684.shtml;https://www.serebii.net/pokedex-swsh/swirlix/
swoobat,528,has_findings,E02,"{""evolvesFrom"":""woobat""}",266,https://bulbapedia.bulbagarden.net/wiki/Swoobat_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/528.shtml
sylveon,700,has_findings,E02;E17;E27,"{""evolvesFrom"":""eevee"",""evoFromCondition"":""with a Fairy-type move and two levels of Affection""}",361;409,https://bulbapedia.bulbagarden.net/wiki/Sylveon_(Pok%C3%A9mon),
tadbulb,938,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tadbulb_(Pok%C3%A9mon),
taillow,276,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Taillow_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/276.shtml
talonflame,663,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""fletchinder"",""evoFromLevel"":35}",330,https://bulbapedia.bulbagarden.net/wiki/Talonflame_(Pok%C3%A9mon),
tandemaus,924,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tandemaus_(Pok%C3%A9mon),
tangela,114,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tangela_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/114.shtml
tangrowth-f,465,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""tangela"",""evoFromMove"":""ancientpower""}",233,https://bulbapedia.bulbagarden.net/wiki/Tangrowth_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/465.shtml;https://www.serebii.net/pokedex-sm/465.shtml
tangrowth,465,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""tangela"",""evoFromMove"":""ancientpower""}",233,https://bulbapedia.bulbagarden.net/wiki/Tangrowth_(Pok%C3%A9mon),https://www.serebii.net/pokedex-dp/465.shtml;https://www.serebii.net/pokedex-sm/465.shtml
tapubulu,787,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tapu_Bulu_(Pok%C3%A9mon),
tapufini,788,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tapu_Fini_(Pok%C3%A9mon),
tapukoko,785,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tapu_Koko_(Pok%C3%A9mon),
tapulele,786,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tapu_Lele_(Pok%C3%A9mon),
tarountula,917,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tarountula_(Pok%C3%A9mon),
tatsugiri-droopy-mega,978,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Tatsugiri_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/tatsugiri/
tatsugiri-droopy,978,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tatsugiri_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/tatsugiri/
tatsugiri-mega,978,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Tatsugiri_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/tatsugiri/
tatsugiri-stretchy-mega,978,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Tatsugiri_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/tatsugiri/
tatsugiri-stretchy,978,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tatsugiri_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/tatsugiri/
tatsugiri,978,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tatsugiri_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/tatsugiri/
tauros-paldea-fire,128,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tauros_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/128.shtml
tauros-paldea-water,128,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tauros_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/128.shtml
tauros-paldea,128,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tauros_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/128.shtml
tauros,128,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tauros_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/128.shtml
teddiursa,216,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Teddiursa_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/216.shtml;https://www.serebii.net/pokedex-sm/216.shtml;https://www.serebii.net/pokedex-swsh/teddiursa/
tentacool,72,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tentacool_(Pok%C3%A9mon),
tentacruel,73,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""tentacool"",""evoFromLevel"":30}",46,https://bulbapedia.bulbagarden.net/wiki/Tentacruel_(Pok%C3%A9mon),
tepig,498,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Tepig_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/498.shtml
terapagos-stellar,1024,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Terapagos_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/terapagos/
terapagos-terastal,1024,transformation_not_species_evolution,,{},,https://bulbapedia.bulbagarden.net/wiki/Terapagos_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/terapagos/
terapagos,1024,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Terapagos_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sv/terapagos/
terrakion,639,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Terrakion_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/639.shtml
thievul,828,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""nickit"",""evoFromLevel"":18}",422,https://bulbapedia.bulbagarden.net/wiki/Thievul_(Pok%C3%A9mon),
throh,538,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Throh_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/538.shtml
thundurus-therian,642,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/642.shtml;https://www.serebii.net/pokedex-sm/642.shtml;https://www.serebii.net/pokedex-swsh/thundurus/;https://www.serebii.net/pokedex-xy/642.shtml
thundurus,642,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon),https://www.serebii.net/pokedex-bw/642.shtml;https://www.serebii.net/pokedex-sm/642.shtml;https://www.serebii.net/pokedex-swsh/thundurus/;https://www.serebii.net/pokedex-xy/642.shtml
thwackey,811,baseline_match_not_all_games_verified,,"{""evolvesFrom"":""grookey"",""evoFromLevel"":16}",411,https://bulbapedia.bulbagarden.net/wiki/Thwackey_(Pok%C3%A9mon),
timburr,532,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Timburr_(Pok%C3%A9mon),https://www.serebii.net/pokedex-sm/532.shtml
tinglu,1003,no_predecessor_species,,{},,https://bulbapedia.bulbagarden.net/wiki/Ting-Lu_(Pok%C3%A9mon),
